	Batf	Etv6	Fosl2	Hif1a	Irf4	Maf	Nfe2l2	Rorc	Stat3
2810433d01rik	2.0	0	0	0	0	0	0	0	0
2810454h06rik	11.0	2.0	10.0	1.0	5.0	2.0	0	0	1.0
2810459m11rik	3.0	0	2.0	0	6.0	3.0	3.0	0	0
2810468n07rik	0	0	0	2.0	0	2.0	0	0	0
2810474o19rik	7.0	2.0	6.0	0	4.0	2.0	0	1.0	3.0
2900005j15rik	3.0	1.0	1.0	0	3.0	1.0	0	1.0	0
2900009j06rik	4.0	0	1.0	2.0	1.0	0	0	0	2.0
2900011o08rik	7.0	0	8.0	1.0	2.0	7.0	0	1.0	1.0
2900026a02rik	1.0	0	4.0	0	0	1.0	0	0	0
2900060b14rik	4.0	2.0	4.0	2.0	3.0	2.0	0	3.0	4.0
2900076a07rik	4.0	2.0	1.0	0	1.0	0	0	1.0	0
2900079g21rik	1.0	0	2.0	0	0	0	0	0	0
2900097c17rik	0	2.0	0	0	0	2.0	2.0	0	0
3000002c10rik	0	0	1.0	0	3.0	2.0	0	0	0
3010001f23rik	2.0	0	2.0	0	1.0	0	0	0	0
3010026o09rik	3.0	2.0	3.0	0	4.0	2.0	0	0	0
3110001i22rik	4.0	4.0	2.0	0	3.0	2.0	0	0	1.0
3110002h16rik	10.0	0	7.0	2.0	6.0	3.0	0	0	3.0
3110009e18rik	10.0	1.0	8.0	0	5.0	3.0	0	3.0	2.0
3110015c05rik	4.0	0	1.0	0	0	1.0	0	0	0
3110021a11rik	9.0	0	5.0	1.0	1.0	4.0	0	2.0	2.0
3110021n24rik	3.0	0	2.0	0	3.0	2.0	0	0	0
3110039i08rik	2.0	0	1.0	0	0	0	0	0	0
3110040n11rik	1.0	1.0	1.0	0	1.0	1.0	0	0	2.0
3110043o21rik	7.0	2.0	4.0	0	6.0	2.0	0	0	0
3110045c21rik	4.0	1.0	1.0	1.0	2.0	0	0	2.0	0
3110052m02rik	5.0	0	4.0	0	0	0	0	0	0
3110056k07rik	10.0	1.0	6.0	0	7.0	5.0	0	0	2.0
3110062m04rik	11.0	1.0	8.0	2.0	7.0	4.0	1.0	4.0	4.0
3110070m22rik	4.0	0	0	0	2.0	0	1.0	1.0	0
3110082i17rik	3.0	0	7.0	3.0	12.0	8.0	1.0	3.0	13.0
3110099e03rik	1.0	0	0	0	0	0	0	0	0
3200001d21rik	2.0	0	2.0	0	3.0	2.0	0	0	4.0
3300002a11rik 	0	0	2.0	0	0	0	0	0	0
3300002i08rik	3.0	0	0	0	0	0	0	0	4.0
3300005d01rik	16.0	0	11.0	0	12.0	8.0	0	4.0	11.0
3830406c13rik	3.0	0	2.0	0	3.0	2.0	0	0	2.0
3830408c21rik	9.0	0	8.0	0	5.0	3.0	0	1.0	0
3830432h09rik	1.0	2.0	0	2.0	2.0	0	0	1.0	0
3930402g23rik	0	0	1.0	0	0	0	0	0	1.0
4430402i18rik	11.0	2.0	4.0	0	4.0	1.0	0	0	0
4631405j19rik	3.0	0	2.0	0	0	0	0	0	0
4632404h12rik	6.0	1.0	3.0	2.0	2.0	0	0	2.0	0
4632415l05rik	0	2.0	1.0	0	2.0	0	0	0	0
4632427e13rik	3.0	0	2.0	0	1.0	0	0	0	0
4632428c04rik	9.0	0	8.0	0	3.0	7.0	0	0	0
4732416n19rik	4.0	2.0	2.0	0	3.0	0	0	0	4.0
4732440d04rik 	1.0	1.0	3.0	1.0	1.0	2.0	0	0	0
4732456n10rik	2.0	0	0	0	0	0	0	0	0
4732471j01rik	10.0	0	4.0	1.0	6.0	3.0	0	2.0	4.0
4732490b19rik	1.0	0	3.0	0	0	2.0	0	0	2.0
4732491k20rik	2.0	0	2.0	0	2.0	2.0	1.0	0	0
4831407h17rik	1.0	0	2.0	0	0	0	0	0	0
4831440e17rik	9.0	0	6.0	1.0	4.0	3.0	0	1.0	1.0
4833412c05rik	3.0	0	5.0	0	2.0	2.0	0	3.0	1.0
4833417c18rik	6.0	2.0	3.0	1.0	2.0	1.0	0	2.0	1.0
4833418n02rik	5.0	0	4.0	0	3.0	2.0	0	0	0
4833419f23rik	24.0	1.0	13.0	1.0	11.0	8.0	0	4.0	11.0
4833420g17rik	1.0	2.0	2.0	0	1.0	2.0	0	0	0
4833422c13rik	2.0	0	2.0	0	0	0	0	0	0
4833427f10rik	1.0	0	4.0	0	1.0	0	0	0	0
4833427g06rik	5.0	0	2.0	0	1.0	1.0	0	0	0
4833428l15rik	0	0	0	1.0	1.0	0	0	0	0
4833439l19rik	8.0	0	2.0	0	3.0	0	0	6.0	6.0
4921504e06rik	10.0	0	6.0	0	6.0	5.0	0	2.0	2.0
4921507p07rik	3.0	1.0	3.0	2.0	3.0	0	0	0	0
4921508d12rik	5.0	0	4.0	0	1.0	0	0	0	0
4921509o07rik	8.0	0	6.0	0	1.0	3.0	0	1.0	1.0
4921511c10rik	12.0	0	9.0	1.0	6.0	12.0	1.0	1.0	2.0
4921511i17rik	3.0	0	2.0	0	2.0	1.0	0	0	1.0
4921517d22rik	2.0	0	3.0	0	0	0	0	0	0
4921524j17rik	10.0	0	7.0	2.0	5.0	6.0	0	1.0	1.0
4921524l21rik	3.0	0	0	0	0	0	0	0	0
4921525o09rik	4.0	0	4.0	0	1.0	2.0	0	2.0	1.0
4921529l05rik	2.0	0	1.0	0	0	3.0	0	0	0
4921531c22rik	7.0	2.0	3.0	1.0	2.0	2.0	1.0	1.0	0
4921539e11rik	3.0	0	4.0	0	1.0	1.0	0	0	0
4922502d21rik	9.0	0	8.0	0	6.0	4.0	0	0	5.0
4930401o12rik	6.0	0	6.0	0	2.0	4.0	1.0	1.0	2.0
4930402f06rik	3.0	0	1.0	0	0	0	0	0	0
4930402h24rik	2.0	0	2.0	0	0	0	0	0	0
4930404h11rik	1.0	0	2.0	0	0	0	0	0	0
4930404i05rik	1.0	2.0	2.0	0	2.0	0	0	0	0
4930404n11rik	0	0	2.0	0	1.0	2.0	0	0	0
4930405a21rik	2.0	0	0	0	1.0	1.0	0	2.0	0
4930405j17rik	0	0	1.0	0	0	0	0	1.0	0
4930406d18rik	9.0	0	5.0	1.0	5.0	6.0	0	2.0	7.0
4930412c18rik	2.0	0	3.0	0	1.0	2.0	0	1.0	0
4930412o13rik	8.0	0	7.0	0	5.0	1.0	0	0	0
4930413g21rik	9.0	2.0	9.0	3.0	4.0	3.0	0	1.0	0
4930414n06rik	3.0	0	2.0	0	1.0	0	0	0	0
4930415f15rik	12.0	0	10.0	0	12.0	8.0	0	4.0	10.0
4930415o20rik	3.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0
4930417o13rik	7.0	0	6.0	5.0	8.0	3.0	0	1.0	4.0
4930423m02rik	0	0	0	0	0	1.0	0	0	0
4930425o10rik	1.0	0	2.0	0	0	2.0	0	0	0
4930426l09rik	4.0	0	0	0	1.0	1.0	0	2.0	1.0
4930427a07rik	2.0	1.0	1.0	1.0	1.0	2.0	0	0	0
4930428o21rik	7.0	0	3.0	1.0	4.0	2.0	0	0	0
4930429b21rik	1.0	0	2.0	0	3.0	2.0	0	0	0
4930429f24rik	16.0	3.0	7.0	0	10.0	11.0	1.0	1.0	0
4930430f08rik	5.0	0	2.0	0	1.0	0	0	2.0	0
4930432j09rik	2.0	0	2.0	0	1.0	0	0	0	0
4930432k21rik	1.0	0	0	0	0	0	0	3.0	0
4930432m17rik	5.0	0	4.0	0	1.0	1.0	0	1.0	0
4930438e09rik	1.0	0	2.0	0	0	1.0	0	0	0
4930440i19rik	6.0	0	6.0	0	2.0	2.0	0	2.0	0
4930441j16rik	2.0	0	0	0	0	0	0	0	0
4930443o20rik	1.0	0	0	0	0	2.0	0	0	0
4930444f02rik	4.0	0	0	0	0	0	0	0	0
4930444m15rik	2.0	0	2.0	0	1.0	2.0	0	0	0
4930444p10rik	0	0	0	0	0	0	1.0	0	0
4930445n18rik	0	2.0	0	0	0	0	0	0	0
4930447f24rik	8.0	0	4.0	2.0	5.0	2.0	0	1.0	1.0
4930447k03rik	7.0	0	8.0	0	2.0	3.0	0	0	0
4930447m23rik	0	0	0	0	1.0	0	0	0	0
4930448h16rik	2.0	0	0	2.0	2.0	0	0	0	0
4930449e18rik	2.0	0	0	0	1.0	0	0	0	0
4930451g09rik	1.0	1.0	0	0	0	1.0	0	0	0
4930451i11rik	2.0	0	2.0	0	0	0	0	0	0
4930452b06rik	6.0	0	6.0	2.0	1.0	2.0	0	0	0
4930453n24rik	7.0	2.0	0	0	4.0	2.0	0	1.0	0
4930455b14rik	0	0	1.0	2.0	0	0	0	0	0
4930455c13rik	15.0	0	6.0	0	6.0	4.0	0	1.0	0
4930455d15rik	14.0	2.0	12.0	2.0	4.0	3.0	0	1.0	2.0
4930455g09rik	5.0	0	0	2.0	1.0	0	0	0	0
4930456l15rik	3.0	0	2.0	0	3.0	1.0	0	1.0	0
4930459c07rik	16.0	0	9.0	0	9.0	5.0	0	2.0	4.0
4930461g14rik	0	0	1.0	0	0	0	0	0	0
4930463o16rik	3.0	0	4.0	0	1.0	0	0	0	0
4930465k10rik	6.0	2.0	3.0	1.0	4.0	0	1.0	1.0	1.0
4930465m20rik	6.0	0	7.0	0	2.0	1.0	0	0	0
4930467k11rik	10.0	0	5.0	0	2.0	2.0	0	0	3.0
4930469g21rik	2.0	0	2.0	0	1.0	0	0	0	0
4930471c04rik	8.0	0	4.0	0	0	3.0	0	2.0	0
4930471g03rik	2.0	0	2.0	0	0	0	0	0	0
4930471m09rik	3.0	2.0	1.0	0	2.0	2.0	0	1.0	0
4930473a02rik	6.0	1.0	6.0	2.0	4.0	3.0	0	3.0	0
4930478l05rik	10.0	2.0	3.0	0	4.0	4.0	0	4.0	0
4930478p22rik	0	0	0	0	1.0	0	0	0	0
4930479d17rik	5.0	0	4.0	1.0	4.0	2.0	0	2.0	3.0
4930480k15rik	6.0	0	2.0	0	0	0	0	0	0
4930480k23rik	4.0	0	2.0	2.0	3.0	0	0	1.0	0
4930480m12rik	2.0	0	2.0	0	0	2.0	0	0	0
4930481a15rik	5.0	0	4.0	0	2.0	1.0	1.0	0	0
4930483j18rik	5.0	0	2.0	0	1.0	0	0	0	0
4930483k19rik	3.0	0	2.0	0	1.0	0	0	0	0
4930483o08rik	1.0	0	0	0	0	0	0	0	0
4930486l24rik	5.0	0	2.0	0	4.0	0	0	1.0	0
4930487d11rik	0	0	2.0	0	0	0	0	0	0
4930488b22rik	3.0	0	2.0	0	0	0	0	0	0
4930500f04rik	7.0	0	3.0	0	3.0	5.0	0	1.0	3.0
4930502e09rik	4.0	3.0	3.0	4.0	3.0	3.0	0	1.0	1.0
4930502e18rik	1.0	0	2.0	0	0	0	0	0	0
4930503b20rik	2.0	0	1.0	0	0	0	0	0	0
4930503l19rik	7.0	0	5.0	0	2.0	3.0	0	1.0	0
4930504o13rik	1.0	0	2.0	0	1.0	0	0	0	0
4930505k13rik	1.0	0	0	0	0	1.0	0	0	0
4930505k14rik	8.0	0	5.0	0	0	0	0	0	2.0
4930506a18rik	0	0	2.0	0	0	0	0	0	0
4930506c21rik	6.0	2.0	2.0	0	1.0	2.0	0	0	0
4930506f14rik 	0	2.0	1.0	1.0	1.0	0	0	0	0
4930507d05rik	1.0	0	1.0	1.0	1.0	0	0	0	0
4930509e16rik	10.0	4.0	6.0	0	9.0	9.0	0	0	2.0
4930509k18rik	5.0	0	4.0	0	1.0	4.0	0	1.0	1.0
4930511e03rik	1.0	0	0	0	0	0	0	0	1.0
4930512b01rik	7.0	0	5.0	0	2.0	1.0	0	3.0	0
4930513n10rik	4.0	0	2.0	2.0	3.0	2.0	0	2.0	0
4930515b02rik	0	0	3.0	0	0	0	0	0	0
4930515g01rik	8.0	1.0	9.0	1.0	3.0	1.0	0	1.0	0
4930515l03rik	0	0	1.0	0	0	0	0	0	0
4930519d14rik	17.0	0	8.0	0	10.0	4.0	0	1.0	5.0
4930519g04rik	3.0	0	2.0	0	0	0	0	0	0
4930520o04rik	6.0	0	6.0	0	1.0	1.0	0	0	0
4930522h14rik	2.0	0	0	0	0	0	0	0	0
4930523c07rik	6.0	0	5.0	0	3.0	0	0	1.0	0
4930524b15rik	4.0	0	1.0	0	0	0	0	0	0
4930524o08rik	1.0	0	5.0	0	0	0	0	0	0
4930525c09rik	3.0	0	2.0	0	0	0	0	0	0
4930525d18rik	6.0	0	3.0	0	1.0	0	0	0	0
4930525g20rik	6.0	0	4.0	0	1.0	0	0	0	0
4930526h09rik	4.0	0	4.0	0	1.0	0	0	0	0
4930526i15rik	7.0	5.0	4.0	2.0	4.0	1.0	1.0	2.0	1.0
4930526l06rik	1.0	0	1.0	0	0	0	0	0	0
4930527f14rik	0	0	2.0	0	0	0	0	0	0
4930528a17rik	1.0	2.0	2.0	0	1.0	0	0	0	0
4930528d03rik	4.0	0	3.0	0	1.0	0	0	0	0
4930528g23rik	4.0	0	1.0	0	0	0	0	0	0
4930528h21rik	3.0	0	1.0	0	0	0	0	0	0
4930529k09rik	1.0	0	0	0	0	2.0	0	0	0
4930529l06rik	4.0	0	6.0	1.0	6.0	4.0	0	3.0	7.0
4930529m08rik	5.0	0	0	0	0	3.0	0	0	0
4930538k18rik	1.0	0	4.0	0	1.0	2.0	0	0	0
4930539e08rik	4.0	0	3.0	0	0	1.0	0	0	2.0
4930539j05rik	7.0	4.0	3.0	3.0	7.0	2.0	0	0	5.0
4930542c21rik	5.0	0	2.0	0	2.0	4.0	0	1.0	4.0
4930542d17rik	13.0	0	11.0	0	3.0	9.0	1.0	0	0
4930543e12rik	9.0	0	8.0	0	1.0	5.0	0	0	0
4930544d05rik	2.0	0	0	0	0	0	1.0	0	0
4930544m13rik	2.0	0	2.0	0	0	0	0	0	0
4930545h06rik	0	0	2.0	0	0	3.0	0	0	1.0
4930546c10rik	1.0	0	2.0	0	0	0	0	0	0
4930546k05rik	6.0	0	5.0	0	4.0	3.0	0	2.0	3.0
4930547e08rik	7.0	1.0	1.0	3.0	5.0	1.0	0	1.0	0
4930549c01rik	0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	0
4930549c15rik	7.0	0	8.0	0	0	0	0	0	0
4930549g23rik	13.0	3.0	10.0	2.0	7.0	5.0	1.0	3.0	0
4930550c14rik	9.0	0	6.0	0	1.0	2.0	0	0	0
4930550c17rik	9.0	0	5.0	0	2.0	2.0	0	0	0
4930552p12rik	5.0	0	3.0	0	1.0	2.0	0	0	0
4930554c24rik	4.0	0	3.0	0	0	0	0	0	0
4930554h23rik	2.0	0	0	0	0	0	0	0	0
4930554i06rik	5.0	0	6.0	0	0	1.0	0	3.0	1.0
4930555b11rik	6.0	1.0	4.0	0	2.0	0	0	3.0	2.0
4930556m19rik	4.0	0	2.0	0	1.0	0	0	0	0
4930556n13rik	2.0	0	2.0	1.0	0	0	0	0	1.0
4930557f10rik	6.0	1.0	3.0	0	1.0	0	0	1.0	0
4930557j02rik	3.0	0	2.0	0	1.0	0	0	0	0
4930557k07rik	8.0	4.0	7.0	0	5.0	4.0	0	1.0	2.0
4930558c23rik	5.0	0	3.0	0	4.0	1.0	0	0	0
4930558j18rik	3.0	0	3.0	0	0	0	0	0	0
4930558k02rik	9.0	2.0	2.0	1.0	4.0	2.0	0	1.0	0
4930562c15rik	2.0	0	2.0	0	0	0	0	0	0
4930562f07rik	6.0	0	5.0	0	3.0	0	0	1.0	0
4930563d23rik	0	0	0	1.0	0	0	0	0	0
4930563e18rik	2.0	0	2.0	0	0	0	0	0	0
4930563e22rik	5.0	2.0	0	1.0	2.0	2.0	0	0	0
4930563m20rik	2.0	0	2.0	0	1.0	0	0	0	0
4930564d02rik	3.0	0	2.0	0	1.0	0	0	0	0
4930565d16rik	8.0	0	7.0	0	3.0	7.0	0	2.0	2.0
4930565n06rik	3.0	2.0	4.0	1.0	2.0	0	0	0	1.0
4930567k12rik	5.0	0	2.0	0	0	0	0	0	0
4930568d16rik	1.0	0	0	0	0	0	0	0	0
4930568g15rik	18.0	0	11.0	0	5.0	10.0	0	0	1.0
4930572o13rik	2.0	0	0	1.0	0	1.0	0	0	0
4930573o16rik	13.0	0	6.0	1.0	9.0	4.0	0	1.0	9.0
4930577n17rik	5.0	3.0	2.0	4.0	6.0	3.0	0	2.0	0
4930578m01rik	6.0	4.0	4.0	3.0	6.0	9.0	0	2.0	3.0
4930578n18rik	3.0	0	2.0	0	1.0	2.0	0	0	1.0
4930579f01rik	5.0	0	3.0	0	1.0	0	0	0	2.0
4930579g18rik	0	0	0	0	2.0	2.0	0	1.0	0
4930579g24rik	1.0	1.0	2.0	0	0	0	0	2.0	0
4930579k19rik	4.0	1.0	1.0	0	0	2.0	0	0	0
4930581f22rik	9.0	0	6.0	0	8.0	4.0	0	2.0	5.0
4930583k01rik	7.0	0	2.0	3.0	3.0	0	0	0	5.0
4930586n03rik	9.0	2.0	5.0	1.0	1.0	0	0	0	0
4930590j08rik	1.0	0	1.0	0	0	0	0	0	0
4930592i03rik	5.0	0	2.0	0	4.0	2.0	0	0	0
4930593a02rik	8.0	0	3.0	3.0	1.0	1.0	0	1.0	0
4930593c16rik	9.0	2.0	5.0	2.0	5.0	2.0	2.0	1.0	0
4930594c11rik	14.0	0	9.0	0	2.0	7.0	0	0	0
4930594o21rik	1.0	0	1.0	0	0	1.0	0	0	0
4930595d18rik	17.0	0	10.0	1.0	7.0	4.0	1.0	2.0	3.0
4930596i21rik	6.0	0	2.0	0	5.0	2.0	0	1.0	0
4930597a21rik	0	0	1.0	0	0	2.0	0	0	0
4930599n23rik	0	0	0	0	2.0	0	0	0	0
4931402g19rik	4.0	0	1.0	0	0	0	0	0	0
4931403e22rik	7.0	0	4.0	0	1.0	4.0	0	0	0
4931403g20rik	6.0	0	4.0	0	4.0	1.0	0	2.0	0
4931406b18rik	0	0	2.0	0	0	0	0	0	0
4931406c07rik	4.0	4.0	0	4.0	6.0	1.0	0	1.0	1.0
4931406h21rik	2.0	0	2.0	0	0	0	0	0	0
4931406p16rik	11.0	0	4.0	4.0	2.0	3.0	2.0	2.0	1.0
4931406p16rik 	9.0	1.0	5.0	0	3.0	4.0	0	1.0	2.0
4931408d14rik	2.0	0	0	0	0	2.0	0	0	0
4931414p19rik	2.0	1.0	5.0	0	1.0	0	0	0	0
4931428f04rik	3.0	2.0	4.0	5.0	8.0	4.0	0	1.0	0
4931429l15rik	2.0	0	2.0	0	0	0	0	0	0
4931431b13rik	0	0	2.0	0	0	0	0	0	0
4931431c16rik	7.0	4.0	4.0	0	3.0	2.0	0	1.0	0
4931440f15rik	2.0	0	0	0	0	2.0	0	0	0
4931440j10rik	24.0	2.0	16.0	3.0	9.0	10.0	0	3.0	4.0
4931440p22rik	19.0	0	10.0	2.0	8.0	7.0	0	0	4.0
4932412d23rik	7.0	0	5.0	0	2.0	1.0	0	1.0	0
4932416h05rik	7.0	2.0	2.0	1.0	0	0	0	0	1.0
4932416k20rik	2.0	0	2.0	0	0	0	0	0	0
4932438a13rik	2.0	0	1.0	0	1.0	0	0	0	0
4932438h23rik	7.0	0	6.0	1.0	5.0	5.0	0	1.0	5.0
4932441j04rik	0	0	2.0	0	0	2.0	0	0	0
4932702p03rik	2.0	0	0	0	0	0	0	0	0
4933400c23rik	2.0	0	2.0	0	0	0	0	0	0
4933401h06rik	4.0	0	2.0	0	4.0	3.0	0	1.0	1.0
4933402j15rik	5.0	0	2.0	0	1.0	0	0	0	0
4933402p03rik	3.0	0	2.0	0	1.0	0	0	3.0	0
4933404k13rik	2.0	0	2.0	0	1.0	0	0	0	0
4933404o12rik	2.0	0	1.0	0	1.0	0	0	0	0
4933405d12rik	7.0	0	4.0	1.0	1.0	0	0	0	0
4933405e24rik	19.0	0	11.0	0	6.0	4.0	0	2.0	1.0
4933405l10rik	0	0	3.0	1.0	0	2.0	0	0	0
4933406c10rik	13.0	0	4.0	1.0	6.0	6.0	0	3.0	2.0
4933406d12rik	2.0	0	2.0	0	0	0	0	0	0
4933406i18rik	17.0	0	8.0	2.0	7.0	6.0	0	4.0	2.0
4933406j08rik	3.0	0	2.0	1.0	3.0	2.0	0	1.0	4.0
4933406m09rik	4.0	0	0	0	0	0	0	0	0
4933407g14rik	0	0	1.0	0	0	0	0	0	0
4933407i05rik	2.0	0	0	0	0	2.0	0	0	0
4933407k13rik	0	0	0	0	0	2.0	0	0	0
4933407l21rik	8.0	0	3.0	0	3.0	2.0	0	1.0	1.0
4933408j17rik	5.0	0	3.0	0	1.0	3.0	0	0	0
4933408n05rik	4.0	0	2.0	0	3.0	2.0	0	1.0	4.0
4933409g03rik	5.0	0	4.0	0	0	2.0	0	0	0
4933411e08rik	20.0	2.0	13.0	0	12.0	8.0	0	4.0	1.0
4933412e12rik	5.0	0	2.0	0	4.0	2.0	0	0	0
4933412o06rik	12.0	1.0	8.0	1.0	6.0	4.0	0	1.0	4.0
4933413j09rik	2.0	0	0	0	0	0	0	0	0
4933416m06rik	2.0	0	2.0	0	1.0	0	0	0	0
4933416m07rik	6.0	0	5.0	0	3.0	0	0	3.0	0
4933417d19rik	0	1.0	0	0	0	0	0	0	0
4933421o10rik	4.0	1.0	2.0	0	2.0	0	1.0	0	0
4933424g05rik	6.0	0	4.0	0	0	1.0	0	0	0
4933424g06rik	11.0	2.0	7.0	2.0	9.0	4.0	0	2.0	4.0
4933427d14rik	8.0	2.0	2.0	1.0	4.0	4.0	0	0	2.0
4933427e11rik	3.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	1.0
4933427g17rik	2.0	0	3.0	0	0	0	0	0	0
4933428g20rik	4.0	0	4.0	0	0	0	0	0	0
4933429k18rik	0	0	1.0	0	0	0	0	0	0
4933430h16rik	6.0	0	1.0	0	2.0	0	0	1.0	0
4933430i17rik	14.0	0	10.0	0	9.0	7.0	0	0	5.0
4933431e20rik	2.0	0	2.0	0	0	0	0	0	0
4933431g14rik	3.0	0	2.0	0	1.0	2.0	0	0	0
4933432i03rik	13.0	0	7.0	0	9.0	10.0	0	2.0	3.0
4933433c11rik	2.0	2.0	0	2.0	3.0	1.0	1.0	0	0
4933433g08rik	3.0	0	2.0	0	1.0	0	0	0	0
4933433g15rik	20.0	0	13.0	3.0	10.0	6.0	0	1.0	0
4933433g19rik	3.0	0	0	0	0	0	0	0	0
4933434e20rik	0	0	3.0	0	1.0	0	1.0	0	0
4933436e23rik	3.0	0	2.0	0	0	0	0	0	2.0
4933436h12rik	2.0	0	2.0	0	1.0	2.0	0	0	1.0
4933439c10rik	0	2.0	0	0	2.0	1.0	0	1.0	0
4933439k11rik	2.0	0	2.0	0	1.0	1.0	0	0	0
4933440j02rik	6.0	1.0	4.0	0	5.0	4.0	0	1.0	2.0
5031414d18rik	18.0	1.0	8.0	1.0	5.0	3.0	0	1.0	8.0
5031425e22rik	6.0	3.0	4.0	4.0	5.0	2.0	1.0	3.0	4.0
5031425f14rik	0	0	2.0	0	0	1.0	0	0	0
5031434o11rik	12.0	0	8.0	1.0	7.0	4.0	0	1.0	0
5031439g07rik	3.0	0	5.0	0	0	0	0	0	0
5033403f01rik	1.0	2.0	0	1.0	0	0	0	0	0
5330413p13rik	4.0	0	3.0	0	1.0	2.0	0	2.0	0
5330417c22rik	9.0	0	3.0	0	2.0	1.0	0	0	0
5430402o13rik	6.0	1.0	5.0	2.0	6.0	0	0	0	0
5430403n17rik	4.0	0	4.0	0	2.0	0	0	0	0
5430405h02rik	6.0	2.0	1.0	3.0	2.0	1.0	0	0	0
5430416n02rik	8.0	4.0	2.0	4.0	3.0	3.0	0	2.0	0
5430416o09rik	2.0	0	0	0	1.0	0	0	0	0
5430421f17rik	2.0	0	1.0	0	0	0	0	0	0
5430421n21rik	5.0	0	3.0	2.0	0	3.0	0	2.0	0
5430425k12rik	6.0	0	6.0	0	2.0	2.0	0	2.0	0
5430431a17rik	0	0	0	0	1.0	0	0	0	0
5430437j10rik	29.0	2.0	17.0	0	15.0	10.0	2.0	6.0	4.0
5430440p10rik	2.0	0	2.0	0	0	0	0	0	0
5530601h04rik	3.0	4.0	2.0	0	1.0	0	0	0	0
5730403i07rik	1.0	0	2.0	0	0	1.0	0	0	0
5730405o15rik	2.0	0	1.0	0	0	1.0	0	0	0
5730420d15rik	1.0	0	3.0	0	0	0	0	3.0	0
5730422e09rik	5.0	4.0	6.0	3.0	3.0	3.0	0	5.0	2.0
5730435o14rik	3.0	0	3.0	0	1.0	2.0	0	0	0
5730455p16rik	4.0	4.0	3.0	2.0	4.0	2.0	0	3.0	0
5730457n03rik	2.0	0	0	0	0	0	0	0	0
5730480h06rik	2.0	0	1.0	0	0	2.0	0	0	0
5730508b09rik	18.0	0	8.0	1.0	12.0	6.0	0	1.0	11.0
5730522e02rik	7.0	0	5.0	0	2.0	2.0	0	1.0	2.0
5830405f06rik 	4.0	0	0	0	1.0	1.0	0	0	0
5830416i19rik	3.0	0	2.0	0	4.0	1.0	0	0	0
5830417i10rik	0	0	2.0	0	0	0	0	0	0
5830418p13rik	10.0	0	8.0	0	2.0	0	0	3.0	0
5830427d03rik 	0	1.0	0	0	0	2.0	0	0	0
5830428m24rik	15.0	4.0	9.0	1.0	9.0	9.0	0	6.0	6.0
5830432e09rik	9.0	0	7.0	0	2.0	3.0	0	1.0	2.0
5830444b04rik	2.0	0	2.0	0	0	0	0	0	0
5830454e08rik	6.0	3.0	1.0	2.0	4.0	0	0	0	1.0
5830473c10rik	2.0	0	2.0	0	1.0	2.0	0	0	0
5930412g12rik	4.0	0	4.0	0	0	0	0	0	1.0
5930430l01rik	1.0	0	0	0	0	0	0	0	0
5930438m14rik	4.0	0	4.0	0	2.0	0	0	0	0
6030407o03rik	2.0	0	2.0	2.0	0	0	0	0	0
6030408b16rik	4.0	2.0	2.0	0	3.0	1.0	2.0	1.0	0
6030419c18rik	1.0	0	0	0	0	0	0	0	0
6030440g07rik	9.0	0	8.0	2.0	4.0	1.0	0	2.0	0
6030443j06rik	3.0	2.0	1.0	2.0	2.0	1.0	0	0	0
6030445d17rik 	1.0	0	1.0	0	0	0	0	1.0	1.0
6030458c11rik	0	2.0	0	0	0	0	0	0	0
6030468b19rik	5.0	0	0	0	0	0	3.0	0	0
6230400d17rik	4.0	4.0	3.0	4.0	3.0	3.0	0	0	0
6330403a02rik	13.0	0	6.0	0	8.0	2.0	0	2.0	3.0
6330408a02rik	2.0	0	1.0	1.0	1.0	0	1.0	1.0	0
6330409d20rik	7.0	0	3.0	0	2.0	3.0	0	0	0
6330415g19rik	16.0	3.0	5.0	2.0	12.0	3.0	0	8.0	2.0
6330416g13rik	4.0	0	3.0	0	4.0	2.0	0	0	0
6330418k02rik	4.0	2.0	3.0	0	3.0	3.0	0	1.0	0
6330549d23rik	5.0	2.0	2.0	3.0	4.0	4.0	0	0	0
6430503k07rik	0	0	4.0	0	0	0	0	0	0
6430531b16rik	9.0	0	8.0	0	8.0	9.0	2.0	4.0	1.0
6430548m08rik	1.0	0	0	0	0	0	0	0	0
6430550d23rik	0	2.0	0	0	2.0	0	0	0	0
6430562o15rik	5.0	1.0	5.0	0	3.0	4.0	0	1.0	4.0
6430571l13rik	11.0	4.0	6.0	4.0	7.0	8.0	0	5.0	4.0
6430584l05rik	2.0	0	0	0	0	0	0	0	0
6530402f18rik	3.0	0	0	0	0	2.0	0	0	0
6720483e21rik	2.0	0	0	0	3.0	0	0	0	4.0
6720489n17rik	0	0	1.0	0	0	0	0	0	0
6820408c15rik	7.0	0	6.0	0	3.0	2.0	0	0	0
8030423f21rik	0	0	0	0	1.0	3.0	0	0	0
8030442b05rik	19.0	0	14.0	0	4.0	3.0	0	0	1.0
8030462n17rik	1.0	0	1.0	0	0	0	0	0	0
8430422h06rik	3.0	0	2.0	0	0	0	0	0	0
8430423g03rik	6.0	1.0	4.0	2.0	4.0	1.0	0	1.0	0
