Regulator	Target	Weight	stroke
Hif1a	Kdm3a	1.837	rgb(222,129,130)
Hif1a	Kdm4b	1.8227	rgb(222,130,131)
Hif1a	Kdm5b	1.8871	rgb(222,127,128)
Fosl2	Kdm6b	-1.8261	rgb(118,157,234)
Etv6	Kdm6b	-1.8164	rgb(118,157,234)
Hif1a	Keap1	1.8883	rgb(222,127,128)
Irf4	Khnyn	1.8829	rgb(222,127,128)
Stat3	Khnyn	1.6933	rgb(222,136,137)
Fosl2	Khnyn	1.9148	rgb(222,125,126)
Hif1a	Khnyn	1.9031	rgb(222,126,127)
Batf	Kif14	-1.7423	rgb(122,159,234)
Batf	Kif1b	-1.7038	rgb(124,161,233)
Batf	Kif21b	-1.817	rgb(118,157,234)
Irf4	Kif3a	1.8699	rgb(222,128,129)
Stat3	Kif3a	1.5778	rgb(221,142,142)
Hif1a	Klc4	1.5738	rgb(221,142,143)
Irf4	Klf10	1.5617	rgb(221,142,143)
Stat3	Klf10	1.6465	rgb(222,138,139)
Stat3	Klf13	1.8321	rgb(222,129,130)
Batf	Klf2	-1.9539	rgb(111,152,236)
Batf	Klf3	-1.8778	rgb(115,155,235)
Irf4	Klf4	1.5172	rgb(221,144,145)
Batf	Klf6	1.9325	rgb(222,125,126)
Irf4	Klf6	1.967	rgb(222,123,124)
Maf	Klf6	-1.9081	rgb(113,154,235)
Fosl2	Klf6	-1.8996	rgb(114,154,235)
Hif1a	Klhdc1	1.7153	rgb(222,135,136)
Etv6	Klhdc3	-1.8351	rgb(117,156,234)
Hif1a	Klhl17	1.7131	rgb(222,135,136)
Fosl2	Klhl2	-1.7758	rgb(121,158,234)
Hif1a	Klhl21	1.6408	rgb(222,139,139)
Stat3	Klhl24	1.5569	rgb(221,143,143)
Stat3	Klhl6	1.965	rgb(222,123,124)
Hif1a	Klhl6	1.7321	rgb(222,134,135)
Hif1a	Klhl9	1.738	rgb(222,134,135)
Maf	Klrc1	-1.9404	rgb(112,153,235)
Batf	Kras	-1.6501	rgb(127,162,233)
Irf4	Ksr1	1.874	rgb(222,127,128)
Maf	Ksr1	-1.965	rgb(110,152,236)
Stat3	Ksr1	1.9162	rgb(222,125,126)
Rorc	Lactb	-1.7497	rgb(122,159,234)
Maf	Lactb2	-1.8401	rgb(117,156,234)
Rorc	Lactb2	-1.5519	rgb(133,166,232)
Irf4	Lag3	1.9732	rgb(222,123,124)
Stat3	Lag3	1.9362	rgb(222,124,125)
Rorc	Lag3	-1.9094	rgb(113,154,235)
Batf	Lamc1	1.9618	rgb(222,123,124)
Irf4	Lamc1	1.9782	rgb(222,122,123)
Stat3	Lamc1	1.8188	rgb(222,130,131)
Rorc	Lamc1	1.9032	rgb(222,126,127)
Nfe2l2	Lamc1	1.7336	rgb(222,134,135)
Hif1a	Laptm5	1.5985	rgb(221,141,141)
Batf	Lars2	1.5682	rgb(221,142,143)
Nfe2l2	Lars2	1.7646	rgb(222,133,134)
Maf	Lat	-1.9008	rgb(114,154,235)
Fosl2	Lat	-1.8754	rgb(115,155,235)
Batf	Lbh	1.8967	rgb(222,126,127)
Fosl2	Lbh	1.7087	rgb(222,135,136)
Hif1a	Lbh	1.6802	rgb(222,137,138)
Batf	Lcp2	-1.9177	rgb(113,154,235)
Hif1a	Ldb1	1.6488	rgb(222,138,139)
Etv6	Ldb1	-1.7811	rgb(120,158,234)
Hif1a	Ldha	1.8743	rgb(222,127,128)
Batf	Lef1	1.983	rgb(222,122,123)
Irf4	Lef1	1.9293	rgb(222,125,126)
Stat3	Lef1	1.951	rgb(222,124,125)
Nfe2l2	Leng1	1.8011	rgb(222,131,132)
Rorc	Letm2	-1.8745	rgb(115,155,235)
Fosl2	Letm2	1.5645	rgb(221,142,143)
Irf4	Lfng	-1.9569	rgb(111,152,236)
Hif1a	Lfng	1.7434	rgb(222,134,135)
Etv6	Lfng	-1.6003	rgb(130,164,232)
Batf	Lgals1	1.9163	rgb(222,125,126)
Irf4	Lgals1	1.9193	rgb(222,125,126)
Stat3	Lgals1	1.7067	rgb(222,135,136)
Fosl2	Lgals1	-1.9477	rgb(111,153,236)
Irf4	Lgals7	1.6085	rgb(221,140,141)
Fosl2	Lgals7	-1.7819	rgb(120,158,234)
Irf4	Lgals8	-1.771	rgb(121,158,234)
Hif1a	Lhx2	1.6172	rgb(221,140,141)
Batf	Lif	1.9871	rgb(222,122,123)
Irf4	Lif	1.9793	rgb(222,122,123)
Maf	Lif	1.9849	rgb(222,122,123)
Stat3	Lif	1.9669	rgb(222,123,124)
Rorc	Lif	1.9759	rgb(222,123,124)
Hif1a	Lif	1.8749	rgb(222,127,128)
Etv6	Lif	-1.757	rgb(122,159,234)
Batf	Lime1	1.8234	rgb(222,130,131)
Maf	Lims1	-1.7091	rgb(124,161,233)
Etv6	Lin37	-1.5374	rgb(134,166,232)
Irf4	Lin54	1.8353	rgb(222,129,130)
Hif1a	Lmbr1l	1.6612	rgb(222,138,138)
Hif1a	Lmf1	1.7815	rgb(222,132,133)
Hif1a	Lmf2	1.7154	rgb(222,135,136)
Hif1a	Lmln	1.7839	rgb(222,132,133)
Batf	Lmna	1.851	rgb(222,129,129)
Irf4	Lmna	1.9534	rgb(222,124,125)
Maf	Lmna	-1.8443	rgb(117,156,235)
Stat3	Lmna	1.9444	rgb(222,124,125)
Fosl2	Lmna	-1.9449	rgb(111,153,235)
Etv6	Lmna	-1.5277	rgb(134,167,232)
Batf	Lmnb1	-1.8659	rgb(116,155,235)
Maf	Lnpep	-1.814	rgb(118,157,234)
Fosl2	Lnx2	-1.9176	rgb(113,154,235)
Fosl2	Lonp1	1.604	rgb(221,140,141)
Hif1a	Lonp1	1.9223	rgb(222,125,126)
Maf	Lpcat3	-1.6888	rgb(125,161,233)
Stat3	Lpin1	1.5308	rgb(221,144,145)
Fosl2	Lpin1	1.8023	rgb(222,131,132)
Hif1a	Lpin1	1.5937	rgb(221,141,142)
Maf	Lpin2	-1.7988	rgb(119,158,234)
Fosl2	Lpin2	-1.9237	rgb(113,153,235)
Batf	Lpp	1.9896	rgb(222,122,123)
Stat3	Lpp	1.9851	rgb(222,122,123)
Batf	Lpxn	1.9621	rgb(222,123,124)
Irf4	Lpxn	1.8769	rgb(222,127,128)
Stat3	Lpxn	1.9005	rgb(222,126,127)
Fosl2	Lpxn	1.9573	rgb(222,123,124)
Batf	Lrba	1.8836	rgb(222,127,128)
Irf4	Lrba	1.9443	rgb(222,124,125)
Fosl2	Lrig1	-1.939	rgb(112,153,235)
Batf	Lrmp	-1.9323	rgb(112,153,235)
Irf4	Lrmp	-1.9534	rgb(111,152,236)
Maf	Lrmp	-1.7653	rgb(121,159,234)
Stat3	Lrmp	-1.8535	rgb(116,156,235)
Hif1a	Lrp10	1.7225	rgb(222,135,136)
Etv6	Lrp5	-1.6342	rgb(128,163,233)
Hif1a	Lrrc45	1.5427	rgb(221,143,144)
Irf4	Lrrc59	1.6569	rgb(222,138,139)
Hif1a	Lrrc8a	1.7697	rgb(222,132,133)
Maf	Lrrc8c	-1.9594	rgb(111,152,236)
Fosl2	Lrrc8c	-1.8283	rgb(118,157,234)
Irf4	Lrrc8d	1.9483	rgb(222,124,125)
Stat3	Lrrc8d	1.8153	rgb(222,130,131)
Irf4	Lrrfip1	1.8482	rgb(222,129,130)
Stat3	Lrrfip1	1.7575	rgb(222,133,134)
Fosl2	Lrrfip1	-1.9289	rgb(112,153,235)
Irf4	Lrsam1	1.6444	rgb(222,138,139)
Hif1a	Lrsam1	1.7857	rgb(222,132,133)
Batf	Lsp1	1.842	rgb(222,129,130)
Irf4	Lsp1	1.8571	rgb(222,128,129)
Rorc	Lsp1	1.9185	rgb(222,125,126)
Hif1a	Lsr	1.8112	rgb(222,130,131)
Batf	Lst1	1.5661	rgb(221,142,143)
Maf	Lta	-1.9831	rgb(109,151,236)
Stat3	Lta	-1.971	rgb(110,152,236)
Rorc	Lta	1.9861	rgb(222,122,123)
Fosl2	Lta	-1.852	rgb(116,156,235)
Hif1a	Lta	1.9266	rgb(222,125,126)
Maf	Ltb	-1.9665	rgb(110,152,236)
Stat3	Ltb	-1.9507	rgb(111,153,236)
Fosl2	Ltb	1.9034	rgb(222,126,127)
Hif1a	Ltb	1.9673	rgb(222,123,124)
Irf4	Ltb4r1	1.6591	rgb(222,138,139)
Maf	Ltb4r1	1.9063	rgb(222,126,127)
Stat3	Ltb4r1	1.6515	rgb(222,138,139)
Rorc	Ltb4r1	1.8382	rgb(222,129,130)
Fosl2	Ltb4r1	1.6956	rgb(222,136,137)
Rorc	Ly6a	-1.9118	rgb(113,154,235)
Fosl2	Ly6a	1.9641	rgb(222,123,124)
Rorc	Ly6c1	-1.515	rgb(135,167,231)
Fosl2	Ly6c1	1.6191	rgb(221,140,140)
Irf4	Ly6e	-1.8548	rgb(116,156,235)
Fosl2	Ly6e	1.7319	rgb(222,134,135)
Rorc	Ly6i	-1.7666	rgb(121,159,234)
Fosl2	Ly6i	1.7408	rgb(222,134,135)
Batf	Ly75	1.8643	rgb(222,128,129)
Fosl2	Ly75	1.7787	rgb(222,132,133)
Irf4	Lyst	-1.6629	rgb(127,162,233)
Batf	Lzts1	1.7068	rgb(222,135,136)
Fosl2	Mad1l1	-1.7422	rgb(122,159,234)
Batf	Madd	1.5646	rgb(221,142,143)
Batf	Maf	1.6073	rgb(221,140,141)
Irf4	Maf	1.8284	rgb(222,130,131)
Maf	Maf	1.7801	rgb(222,132,133)
Stat3	Maf	1.8539	rgb(222,128,129)
Rorc	Maf	-1.5097	rgb(135,167,231)
Rorc	Maff	1.633	rgb(221,139,140)
Hif1a	Maff	1.8911	rgb(222,127,128)
Fosl2	Mafk	-1.6485	rgb(127,163,233)
Fosl2	Maged2	1.687	rgb(222,136,137)
Stat3	Malat1	1.9096	rgb(222,126,127)
Fosl2	Malat1	1.9587	rgb(222,123,124)
Nfe2l2	Malat1	1.9764	rgb(222,123,124)
Stat3	Malt1	1.8017	rgb(222,131,132)
Rorc	Malt1	-1.7523	rgb(122,159,234)
Fosl2	Malt1	1.9168	rgb(222,125,126)
Hif1a	Malt1	1.7608	rgb(222,133,134)
Hif1a	Maml1	1.6453	rgb(222,138,139)
Batf	Maml2	1.9783	rgb(222,122,123)
Irf4	Maml2	1.978	rgb(222,122,123)
Stat3	Maml2	1.934	rgb(222,125,126)
Rorc	Maml2	-1.8748	rgb(115,155,235)
Stat3	Man1a	1.8139	rgb(222,130,131)
Rorc	Man1a	-1.9635	rgb(110,152,236)
Fosl2	Man1a	1.9474	rgb(222,124,125)
Irf4	Man2a2	1.814	rgb(222,130,131)
Hif1a	Map2k1	1.8148	rgb(222,130,131)
Batf	Map2k4	-1.9431	rgb(111,153,235)
Rorc	Map2k6	-1.5725	rgb(132,165,232)
Hif1a	Map2k6	1.5441	rgb(221,143,144)
Irf4	Map3k1	1.9415	rgb(222,124,125)
Stat3	Map3k1	1.7576	rgb(222,133,134)
Hif1a	Map3k1	1.8657	rgb(222,128,129)
Hif1a	Map3k11	1.7808	rgb(222,132,133)
Etv6	Map3k11	-1.71	rgb(124,161,233)
Stat3	Map3k5	1.8155	rgb(222,130,131)
Rorc	Map3k5	-1.6474	rgb(128,163,233)
Batf	Map3k8	1.9356	rgb(222,124,125)
Irf4	Map3k8	1.9465	rgb(222,124,125)
Stat3	Map3k8	1.8947	rgb(222,126,127)
Hif1a	Map4k2	1.6487	rgb(222,138,139)
Irf4	Map4k4	1.887	rgb(222,127,128)
Rorc	Map4k4	-1.8033	rgb(119,157,234)
Stat3	Map4k5	1.5423	rgb(221,143,144)
Batf	Mapk14	1.9382	rgb(222,124,125)
Irf4	Mapk14	1.8902	rgb(222,127,128)
Stat3	Mapk14	1.8392	rgb(222,129,130)
Rorc	Mapk14	1.8953	rgb(222,126,127)
Hif1a	Mapk8ip3	1.8617	rgb(222,128,129)
Batf	Mapkapk2	1.7876	rgb(222,132,132)
Fosl2	Mapkapk3	-1.9066	rgb(113,154,235)
Batf	Mapkbp1	-1.6819	rgb(126,161,233)
Fosl2	Mapkbp1	1.6705	rgb(222,137,138)
Irf4	Mapre2	1.961	rgb(222,123,124)
Maf	Mapre2	-1.9412	rgb(112,153,235)
Fosl2	Mapre2	-1.9013	rgb(114,154,235)
Rorc	Marcks	1.5947	rgb(221,141,142)
Batf	Marcksl1	-1.5258	rgb(134,167,232)
Hif1a	Mast3	1.777	rgb(222,132,133)
Batf	Mast4	1.8483	rgb(222,129,130)
Irf4	Mast4	1.623	rgb(221,139,140)
Maf	Mast4	-1.8006	rgb(119,158,234)
Rorc	Mast4	1.8917	rgb(222,127,128)
Fosl2	Mast4	-1.8907	rgb(114,155,235)
Batf	Mat2a	-1.5478	rgb(133,166,232)
Fosl2	Mat2a	-1.7313	rgb(123,160,233)
Fosl2	Matk	1.5747	rgb(221,142,143)
Hif1a	Matk	1.8905	rgb(222,127,128)
Hif1a	Max	1.6755	rgb(222,137,138)
Batf	Maz	-1.6574	rgb(127,162,233)
Batf	Mbnl1	-1.8755	rgb(115,155,235)
Batf	Mbnl2	1.7819	rgb(222,132,133)
Fosl2	Mboat1	-1.8453	rgb(117,156,235)
Batf	Mbp	-1.9282	rgb(112,153,235)
Rorc	Mcl1	-1.906	rgb(113,154,235)
Batf	Mctp2	1.9561	rgb(222,124,124)
Stat3	Mctp2	1.9213	rgb(222,125,126)
Rorc	Mctp2	-1.661	rgb(127,162,233)
Fosl2	Mctp2	1.9266	rgb(222,125,126)
Irf4	Mdc1	1.904	rgb(222,126,127)
Irf4	Mdfic	1.9367	rgb(222,124,125)
Maf	Mdfic	-1.9446	rgb(111,153,235)
Stat3	Mdfic	1.8401	rgb(222,129,130)
Fosl2	Mdfic	-1.8857	rgb(115,155,235)
Maf	Mdm1	-1.8885	rgb(114,155,235)
Rorc	Mdm1	1.8855	rgb(222,127,128)
Maf	Mdm2	-1.6575	rgb(127,162,233)
Fosl2	Me2	1.691	rgb(222,136,137)
Hif1a	Me2	1.848	rgb(222,129,130)
Irf4	Med14	-1.6341	rgb(128,163,233)
Hif1a	Med21	1.5634	rgb(221,142,143)
Batf	Med7	-1.874	rgb(115,155,235)
Hif1a	Men1	1.7779	rgb(222,132,133)
Irf4	Metap1	1.6644	rgb(222,137,138)
Irf4	Mex3b	-1.6663	rgb(127,162,233)
Hif1a	Mfap3	1.7363	rgb(222,134,135)
Batf	Mfhas1	1.9653	rgb(222,123,124)
Irf4	Mfhas1	1.9922	rgb(222,122,123)
Maf	Mfhas1	-1.9747	rgb(110,152,236)
Stat3	Mfhas1	1.9765	rgb(222,123,124)
Rorc	Mfhas1	1.9825	rgb(222,122,123)
Hif1a	Mfsd2a	1.8234	rgb(222,130,131)
Stat3	Mfsd6	1.5262	rgb(221,144,145)
Fosl2	Mfsd7b	-1.8597	rgb(116,156,235)
Batf	Mgat1	-1.8547	rgb(116,156,235)
Batf	Mgat5	-1.9319	rgb(112,153,235)
Irf4	Mgat5	-1.9906	rgb(109,151,236)
Maf	Mgat5	-1.976	rgb(110,152,236)
Fosl2	Mgat5	-1.9656	rgb(110,152,236)
Stat3	Mgea5	1.6166	rgb(221,140,141)
Batf	Mgll	1.9687	rgb(222,123,124)
Irf4	Mgll	1.8687	rgb(222,128,129)
Stat3	Mgll	1.9878	rgb(222,122,123)
Rorc	Mgll	-1.8927	rgb(114,154,235)
Fosl2	Mgll	-1.965	rgb(110,152,236)
Stat3	Mgrn1	1.6177	rgb(221,140,140)
Stat3	Midn	1.9185	rgb(222,125,126)
Etv6	Midn	-1.9302	rgb(112,153,235)
Hif1a	Mif	1.893	rgb(222,127,127)
Irf4	Mif4gd	1.6411	rgb(222,139,139)
Rorc	Mir1949	1.5894	rgb(221,141,142)
Batf	Mir3064	-1.7685	rgb(121,159,234)
Hif1a	Mir3091	1.7836	rgb(222,132,133)
Hif1a	Mknk2	1.7435	rgb(222,134,135)
Hif1a	Mlec	1.7096	rgb(222,135,136)
Fosl2	Mlkl	1.5239	rgb(221,144,145)
Irf4	Mllt11	1.8135	rgb(222,130,131)
Maf	Mllt3	-1.5229	rgb(134,167,231)
Hif1a	Mllt6	1.8195	rgb(222,130,131)
Irf4	Mmd	-1.5608	rgb(132,165,232)
Batf	Mndal	-1.6986	rgb(125,161,233)
Irf4	Mndal	-1.6818	rgb(126,161,233)
Maf	Mndal	-1.695	rgb(125,161,233)
Fosl2	Mndal	-1.8505	rgb(117,156,235)
Fosl2	Mns1	-1.5421	rgb(133,166,232)
Batf	Mogs	-1.5711	rgb(132,165,232)
Etv6	Mon1b	-1.7179	rgb(124,160,233)
Batf	Morn4	1.886	rgb(222,127,128)
Irf4	Morn4	1.7916	rgb(222,131,132)
Etv6	Morn4	-1.5694	rgb(132,165,232)
Etv6	Mospd3	-1.8285	rgb(118,157,234)
Irf4	Mov10	-1.6111	rgb(130,164,232)
Fosl2	Mphosph6	-1.5207	rgb(134,167,231)
Batf	Mpp2	1.6237	rgb(221,139,140)
Irf4	Mpp2	1.814	rgb(222,130,131)
Stat3	Mpp2	1.5706	rgb(221,142,143)
Hif1a	Mpp2	1.7485	rgb(222,133,134)
Stat3	Mpzl2	-1.5713	rgb(132,165,232)
Etv6	Mpzl2	1.8422	rgb(222,129,130)
Batf	Mpzl3	-1.9351	rgb(112,153,235)
Maf	Mpzl3	-1.7094	rgb(124,161,233)
Fosl2	Mpzl3	-1.8321	rgb(118,156,234)
Maf	Mrpl1	-1.8593	rgb(116,156,235)
Batf	Mrpl13	-1.6517	rgb(127,162,233)
Hif1a	Mrpl54	1.7537	rgb(222,133,134)
Hif1a	Mrps26	1.6614	rgb(222,138,138)
Irf4	Mrps6	-1.7045	rgb(124,161,233)
Batf	Ms4a4b	1.7666	rgb(222,133,133)
Irf4	Ms4a4b	-1.8612	rgb(116,156,235)
Maf	Ms4a4b	-1.9076	rgb(113,154,235)
Fosl2	Ms4a4b	-1.7841	rgb(120,158,234)
Batf	Ms4a6b	1.9276	rgb(222,125,126)
Irf4	Ms4a6b	1.9671	rgb(222,123,124)
Maf	Ms4a6b	-1.952	rgb(111,153,236)
Stat3	Ms4a6b	1.8873	rgb(222,127,128)
Rorc	Ms4a6b	-1.6397	rgb(128,163,233)
Rorc	Ms4a6c	-1.744	rgb(122,159,234)
Fosl2	Ms4a6c	1.7934	rgb(222,131,132)
Batf	Ms4a6d	1.7105	rgb(222,135,136)
Maf	Ms4a6d	-1.7124	rgb(124,160,233)
Stat3	Msi2	1.7854	rgb(222,132,133)
Batf	Mt1	1.8283	rgb(222,130,131)
Irf4	Mt1	1.8321	rgb(222,129,130)
Stat3	Mt1	1.7391	rgb(222,134,135)
Rorc	Mt1	-1.521	rgb(134,167,231)
Nfe2l2	Mt1	-1.7073	rgb(124,161,233)
Hif1a	Mt1	1.6984	rgb(222,136,137)
Etv6	Mt1	-1.6178	rgb(129,164,232)
Batf	Mt2	1.544	rgb(221,143,144)
Stat3	Mt2	1.7361	rgb(222,134,135)
Fosl2	Mt2	-1.5853	rgb(131,165,232)
Nfe2l2	Mt2	-1.7022	rgb(125,161,233)
Hif1a	Mt2	1.6977	rgb(222,136,137)
Etv6	Mt2	-1.6202	rgb(129,163,232)
Fosl2	Mtap	-1.7789	rgb(120,158,234)
Hif1a	Mthfd1l	1.6579	rgb(222,138,139)
Irf4	Mthfd2	1.8758	rgb(222,127,128)
Rorc	Mtrf1	-1.6177	rgb(129,164,232)
Irf4	Mtss1	1.9048	rgb(222,126,127)
Hif1a	Mxd3	1.8524	rgb(222,128,129)
Batf	Mxi1	1.9305	rgb(222,125,126)
Irf4	Mxi1	1.9558	rgb(222,124,124)
Fosl2	Mxi1	1.9447	rgb(222,124,125)
Hif1a	Mxi1	1.9453	rgb(222,124,125)
Irf4	Myb	-1.8835	rgb(115,155,235)
Rorc	Myb	1.8451	rgb(222,129,130)
Fosl2	Myb	1.8486	rgb(222,129,130)
Hif1a	Myc	1.8566	rgb(222,128,129)
Etv6	Myc	-1.7267	rgb(123,160,233)
Fosl2	Myh9	-1.9462	rgb(111,153,236)
Maf	Myl6	-1.648	rgb(128,163,233)
Nfe2l2	Mylpf	1.8233	rgb(222,130,131)
Batf	Myo10	1.9521	rgb(222,124,125)
Fosl2	Myo10	1.8653	rgb(222,128,129)
Irf4	Myo18a	1.7683	rgb(222,132,133)
Batf	Myo1g	1.5244	rgb(221,144,145)
Maf	Myo1g	-1.863	rgb(116,155,235)
Irf4	Myo5a	1.732	rgb(222,134,135)
Fosl2	Myo5a	-1.769	rgb(121,159,234)
Hif1a	Myo9b	1.6544	rgb(222,138,139)
Batf	Naa20	-1.5837	rgb(131,165,232)
Batf	Nab2	-1.9054	rgb(114,154,235)
Fosl2	Nab2	-1.798	rgb(119,158,234)
Nfe2l2	Nagpa	1.5592	rgb(221,142,143)
Stat3	Nampt	-1.6374	rgb(128,163,233)
Hif1a	Nampt	1.8044	rgb(222,131,132)
Hif1a	Nanos1	1.6114	rgb(221,140,141)
Hif1a	Nap1l4	1.5575	rgb(221,143,143)
Hif1a	Narf	1.9637	rgb(222,123,124)
Batf	Nars2	1.754	rgb(222,133,134)
Hif1a	Ncaph2	1.7873	rgb(222,132,132)
Hif1a	Ncbp2	1.5672	rgb(221,142,143)
Batf	Nck2	1.9465	rgb(222,124,125)
Batf	Ncoa1	1.9636	rgb(222,123,124)
Irf4	Ncoa1	1.9573	rgb(222,123,124)
Irf4	Ncoa2	-1.9742	rgb(110,152,236)
Maf	Ncoa2	-1.89	rgb(114,155,235)
Batf	Ncs1	1.8729	rgb(222,127,128)
Irf4	Ncs1	1.8953	rgb(222,126,127)
Stat3	Ncs1	1.9437	rgb(222,124,125)
Fosl2	Ncs1	-1.8521	rgb(116,156,235)
Hif1a	Ncs1	1.7289	rgb(222,134,135)
Batf	Ndrg1	1.8791	rgb(222,127,128)
Irf4	Ndrg1	1.8552	rgb(222,128,129)
Maf	Ndrg1	-1.5533	rgb(133,166,232)
Fosl2	Ndrg1	1.7311	rgb(222,134,135)
Hif1a	Ndrg1	1.6987	rgb(222,136,137)
Hif1a	Ndrg2	1.7392	rgb(222,134,135)
Rorc	Ndst1	1.685	rgb(222,136,137)
Hif1a	Ndufaf3	1.7055	rgb(222,135,136)
Rorc	Ndufv3	-1.7395	rgb(123,160,234)
Hif1a	Ndufv3	1.8617	rgb(222,128,129)
Irf4	Neat1	1.922	rgb(222,125,126)
Stat3	Neat1	1.9592	rgb(222,123,124)
Rorc	Neat1	-1.9038	rgb(114,154,235)
Fosl2	Neat1	1.9547	rgb(222,124,125)
Hif1a	Neat1	1.8521	rgb(222,128,129)
Batf	Nebl	1.9867	rgb(222,122,123)
Irf4	Nebl	1.977	rgb(222,123,123)
Rorc	Nebl	1.9775	rgb(222,122,123)
Fosl2	Nebl	1.9713	rgb(222,123,124)
Hif1a	Necap2	1.6167	rgb(221,140,141)
Fosl2	Nedd4	1.882	rgb(222,127,128)
Batf	Nedd9	-1.9231	rgb(113,153,235)
Maf	Nedd9	-1.9083	rgb(113,154,235)
Fosl2	Nedd9	-1.9441	rgb(111,153,235)
Hif1a	Nefh	1.5476	rgb(221,143,144)
Hif1a	Nek1	1.8148	rgb(222,130,131)
Irf4	Nek6	-1.8109	rgb(119,157,234)
Maf	Nek6	-1.8941	rgb(114,154,235)
Fosl2	Nek6	-1.8615	rgb(116,156,235)
Batf	Neu3	1.9484	rgb(222,124,125)
Irf4	Neu3	1.8429	rgb(222,129,130)
Maf	Neu3	-1.7744	rgb(121,158,234)
Irf4	Neurl3	-1.9214	rgb(113,154,235)
Stat3	Neurl3	1.5278	rgb(221,144,145)
Fosl2	Neurl3	1.8755	rgb(222,127,128)
Etv6	Neurl3	-1.5319	rgb(134,166,232)
Irf4	Nf1	1.7869	rgb(222,132,132)
Fosl2	Nfat5	1.5312	rgb(221,144,145)
Batf	Nfatc1	-1.9625	rgb(110,152,236)
Fosl2	Nfatc1	-1.9363	rgb(112,153,235)
Stat3	Nfatc2	1.9763	rgb(222,123,124)
Hif1a	Nfatc2	1.7861	rgb(222,132,133)
Nfe2l2	Nfe2l2	1.7736	rgb(222,132,133)
Batf	Nfil3	1.9587	rgb(222,123,124)
Irf4	Nfil3	1.8751	rgb(222,127,128)
Stat3	Nfil3	1.9106	rgb(222,126,127)
Rorc	Nfil3	-1.9597	rgb(111,152,236)
Fosl2	Nfil3	1.9592	rgb(222,123,124)
Hif1a	Nfil3	1.8587	rgb(222,128,129)
Maf	Nfkb2	-1.8284	rgb(118,157,234)
Batf	Nfkbia	-1.778	rgb(120,158,234)
Maf	Nfkbia	-1.9087	rgb(113,154,235)
Rorc	Nfkbia	1.8896	rgb(222,127,128)
Fosl2	Nfkbia	-1.5061	rgb(135,167,231)
Rorc	Nfkbid	1.5101	rgb(221,145,146)
Fosl2	Nfkbid	-1.7943	rgb(120,158,234)
Maf	Nfkbil1	-1.8605	rgb(116,156,235)
Stat3	Nfyb	1.5281	rgb(221,144,145)
Hif1a	Nfyb	1.5279	rgb(221,144,145)
Batf	Nid1	-1.7611	rgb(121,159,234)
Irf4	Nid1	-1.6206	rgb(129,163,232)
Fosl2	Nipal3	1.566	rgb(221,142,143)
Hif1a	Nisch	1.593	rgb(221,141,142)
Batf	Nlgn2	1.5136	rgb(221,145,145)
Maf	Nlgn2	-1.6461	rgb(128,163,233)
Stat3	Nlgn2	1.5785	rgb(221,142,142)
Hif1a	Nlgn2	1.5092	rgb(221,145,146)
Irf4	Nlrc5	-1.7207	rgb(124,160,233)
Fosl2	Nlrc5	1.637	rgb(222,139,140)
Batf	Nme1	-1.8348	rgb(117,156,234)
Fosl2	Nme1	-1.8797	rgb(115,155,235)
Fosl2	Nol10	-1.8739	rgb(115,155,235)
Batf	Nol7	-1.7868	rgb(120,158,234)
Batf	Nos2	-1.5585	rgb(132,166,232)
Fosl2	Nos2	1.5508	rgb(221,143,144)
Maf	Npas4	-1.7504	rgb(122,159,234)
Fosl2	Npas4	-1.8704	rgb(115,155,235)
Irf4	Npc2	1.9169	rgb(222,125,126)
Stat3	Npc2	1.8037	rgb(222,131,132)
Fosl2	Npc2	1.8783	rgb(222,127,128)
Irf4	Nqo2	-1.8501	rgb(117,156,235)
Nfe2l2	Nr2f6	1.8063	rgb(222,131,132)
Fosl2	Nr4a1	-1.7375	rgb(123,160,234)
Batf	Nr4a2	1.9256	rgb(222,125,126)
Maf	Nr4a2	-1.7928	rgb(120,158,234)
Stat3	Nr4a2	1.8037	rgb(222,131,132)
Fosl2	Nr4a2	-1.7889	rgb(120,158,234)
Hif1a	Nr4a2	1.7176	rgb(222,135,136)
Batf	Nr4a3	1.7076	rgb(222,135,136)
Irf4	Nr4a3	-1.8082	rgb(119,157,234)
Stat3	Nr4a3	-1.7431	rgb(122,159,234)
Fosl2	Nr4a3	-1.6975	rgb(125,161,233)
Batf	Nrf1	-1.8988	rgb(114,154,235)
Irf4	Nrip1	-1.9122	rgb(113,154,235)
Hif1a	Nrn1	1.8591	rgb(222,128,129)
Irf4	Nrp1	-1.9766	rgb(110,152,236)
Maf	Nrp1	1.9524	rgb(222,124,125)
Rorc	Nrp1	1.6792	rgb(222,137,138)
Fosl2	Nrp1	-1.9526	rgb(111,153,236)
Irf4	Nsg2	-1.9501	rgb(111,153,236)
Fosl2	Nsmce1	1.8249	rgb(222,130,131)
Etv6	Nsmce1	-1.8469	rgb(117,156,235)
Hif1a	Nsun2	1.536	rgb(221,144,144)
Fosl2	Nt5dc3	-1.766	rgb(121,159,234)
Irf4	Nt5e	-1.9255	rgb(112,153,235)
Maf	Nt5e	1.9169	rgb(222,125,126)
Rorc	Nt5e	-1.7316	rgb(123,160,233)
Irf4	Nub1	1.8007	rgb(222,131,132)
Fosl2	Nudt18	1.8007	rgb(222,131,132)
Hif1a	Nufip1	1.52	rgb(221,144,145)
